blackforge_id,source_ref,title,pipeline_stage,stage_primary,functional_category,functional_category_primary,domain_scope,domain_primary,execution_scope,execution_scope_v2,tier,activation_tier,audit_score,quality_score_v2,review_status,change_reason,tier_relaxation_reason
BF-CYB-R1000-0463,R1000-0463,Fallo por contradicción,ROMPER,ROMPER,failure_resilience,failure_resilience,developer_tools,cybersecurity,defensive_design,defensive_design,extended,extended,74,48,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0779,R1000-0779,Defensa por aislamiento,ATACAR,ATACAR,failure_resilience,failure_resilience,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,81,47,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1165,L600-1165,Lente de desviación primaria y secundaria,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,47,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1241,L600-1241,Lente comunitarista filosófica,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,47,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1499,L600-1499,Lente de diseño emocional reflexivo,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,47,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1510,L600-1510,Lente de procedencia de artefactos,CARTOGRAFIAR,CARTOGRAFIAR,supply_chain_build,data_privacy_provenance,developer_tools,cybersecurity,conceptual_only,conceptual_only,core,extended,61,47,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0108,M800-0108,Zona segura dinámica,DIVERGIR,DELIMITAR,trust_identity_access,evidence_verification,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,70,47,approved_auto,stage_reclassified;category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0659,M800-0659,Permanencia mediante reemplazo,ROMPER,DESCOMPONER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,68,47,approved_auto,stage_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0464,R1000-0464,Fallo por ausencia,DESCOMPONER,DESCOMPONER,failure_resilience,failure_resilience,developer_tools,developer_tools,defensive_design,defensive_design,extended,extended,74,47,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0149,M800-0149,Penalización al controlador,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,47,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0273,M800-0273,Reutilizar permisos,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,71,47,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0304,M800-0304,Degradación elegante,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,69,47,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0307,M800-0307,Punto de restauración,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,65,47,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0383,M800-0383,Identidad contextual,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,68,47,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0560,M800-0560,IA como simulador,DIVERGIR,DIVERGIR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,extended,66,47,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0254,S800-0254,Cámaras de eco inverso,DIVERGIR,DIVERGIR,evidence_verification,evidence_verification,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,47,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0323,S800-0323,Cascada retardada,DIVERGIR,DIVERGIR,failure_resilience,causal_state_transitions,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,47,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0399,S800-0399,Futuro de liberación,ROMPER,DIVERGIR,failure_resilience,causal_state_transitions,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,47,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0435,S800-0435,Veto ciego,DIVERGIR,DIVERGIR,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,47,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0964,S800-0964,Trasplante bayesiano,DIVERGIR,DIVERGIR,trust_identity_access,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,72,47,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0172,M800-0172,Banca aplicada a reputación,DIVERGIR,EVALUAR,trust_identity_access,governance_incentives,hybrid,cybersecurity,defensive_design,local_analysis,extended,extended,73,47,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-M800-0400,M800-0400,Gobernanza de emergencia,EVALUAR,EVALUAR,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,extended,71,47,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0628,M800-0628,Economía de reputación,DIVERGIR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,71,47,approved_auto,stage_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0462,S800-0462,Mercado de confianza,DIVERGIR,EVALUAR,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,local_analysis,extended,extended,66,47,approved_auto,stage_reclassified;category_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0709,S800-0709,Agente con identidad rotatoria,EVOLUCIONAR,EVOLUCIONAR,trust_identity_access,agents_ai_devtools,hybrid,developer_tools,defensive_design,defensive_design,extended,extended,71,47,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0711,S800-0711,Agente sombra,EVOLUCIONAR,EVOLUCIONAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,extended,66,47,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-S800-0850,S800-0850,Mutación de precondiciones,MATERIALIZAR,EVOLUCIONAR,evidence_verification,causal_state_transitions,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,47,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0851,S800-0851,Mutación de postcondiciones,MATERIALIZAR,EVOLUCIONAR,evidence_verification,causal_state_transitions,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,47,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0858,S800-0858,Mutación de reversibilidad,MATERIALIZAR,EVOLUCIONAR,evidence_verification,decision_risk,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,80,47,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0439,R1000-0439,Gobierno por consenso parcial,ROMPER,ROMPER,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,47,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0655,R1000-0655,Algoritmo adversarial,ATACAR,ATACAR,adversarial_threat,agents_ai_devtools,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,71,46,manual_review_recommended,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0781,R1000-0781,Defensa por caducidad,ATACAR,ATACAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,81,46,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0543,M800-0543,Modelo pequeño especializado,DIVERGIR,CARTOGRAFIAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,extended,71,46,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0161,R1000-0161,Perspectiva del error,CARTOGRAFIAR,CARTOGRAFIAR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0208,M800-0208,"Más autonomía, más gobernanza",ROMPER,DELIMITAR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0453,M800-0453,Diseño para confianza,DIVERGIR,DELIMITAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,70,46,approved_auto,stage_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0307,R1000-0307,Descomposición por evidencia,DESCOMPONER,DESCOMPONER,evidence_verification,evidence_verification,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0089,M800-0089,Caducidad programada,DIVERGIR,DIVERGIR,data_privacy_provenance,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0179,M800-0179,Ciberseguridad aplicada a organización,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,78,46,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0268,M800-0268,Reutilizar reputación,DIVERGIR,DIVERGIR,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0328,M800-0328,Reputación portable,DIVERGIR,DIVERGIR,trust_identity_access,governance_incentives,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0434,M800-0434,Pago gradual,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0615,M800-0615,Sin anonimato,DIVERGIR,DIVERGIR,data_privacy_provenance,data_privacy_provenance,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,75,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-S800-0401,S800-0401,Gobernanza por sorteo,DIVERGIR,DIVERGIR,data_privacy_provenance,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0403,S800-0403,Gobernanza por desafío,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0414,S800-0414,Gobernanza sin veto,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0416,S800-0416,Gobernanza reversible,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0434,S800-0434,Veto distribuido,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0671,S800-0671,Incentivo reputacional inverso,DIVERGIR,DIVERGIR,failure_resilience,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,46,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0402,R1000-0402,Confianza gradual,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,extended,74,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-S800-0219,S800-0219,Subred clandestina,EVALUAR,EVALUAR,evidence_verification,evidence_verification,hybrid,cybersecurity,local_analysis,local_analysis,extended,extended,65,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0788,S800-0788,Evaluador con presupuesto de objeciones,EVALUAR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,local_analysis,local_analysis,extended,extended,68,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-S800-0789,S800-0789,Evaluador de desacuerdo,EVALUAR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,local_analysis,local_analysis,extended,extended,68,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0030,R1000-0030,Eliminar la identidad,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,70,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0120,R1000-0120,Tiempo como permiso,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,73,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0195,R1000-0195,Valor del fallo informativo,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,67,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0376,R1000-0376,Identidad efímera,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0377,R1000-0377,Identidad divisible,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0378,R1000-0378,Identidad colectiva,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0379,R1000-0379,Identidad emergente,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0381,R1000-0381,Identidad contextual,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,63,46,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0382,R1000-0382,Identidad rotatoria,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0383,R1000-0383,Identidad heredada,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0384,R1000-0384,Identidad revocable,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0385,R1000-0385,Identidad reputacional,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0386,R1000-0386,Identidad funcional,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0387,R1000-0387,Identidad narrativa,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0388,R1000-0388,Identidad contradictoria,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0389,R1000-0389,Identidad anónima responsable,ROMPER,ROMPER,data_privacy_provenance,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,71,46,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0452,R1000-0452,Fallo visible,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0453,R1000-0453,Fallo aislado,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0456,R1000-0456,Fallo degradado,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0457,R1000-0457,Fallo diversificado,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0458,R1000-0458,Fallo inducido,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,sandbox_required,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0460,R1000-0460,Fallo tardío deliberado,CARTOGRAFIAR,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0465,R1000-0465,Fallo por exceso,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,69,46,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0474,R1000-0474,Resiliencia por aislamiento,ROMPER,ROMPER,failure_resilience,failure_resilience,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,74,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0493,R1000-0493,Economía de acceso,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,71,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0909,R1000-0909,Futuro sin identidad fija,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,46,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0242,R1000-0242,Información adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,45,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0473,R1000-0473,Resiliencia por olvido,DESCOMPONER,ATACAR,failure_resilience,failure_resilience,developer_tools,cybersecurity,defensive_design,defensive_design,extended,extended,74,45,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0537,R1000-0537,Lenguaje adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,45,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0780,R1000-0780,Defensa por mínimo privilegio,ATACAR,ATACAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,81,45,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0782,R1000-0782,Defensa por doble autorización,ATACAR,ATACAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,81,45,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0785,R1000-0785,Defensa por irreversibilidad limitada,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,core,extended,76,45,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0934,R1000-0934,Marco adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,45,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-S800-0568,S800-0568,Compresión adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,71,45,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-M800-0439,M800-0439,Diagnóstico visual,CARTOGRAFIAR,CARTOGRAFIAR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0760,R1000-0760,Modelo de suscripción inversa,ROMPER,CARTOGRAFIAR,trust_identity_access,agents_ai_devtools,hybrid,developer_tools,defensive_design,defensive_design,extended,extended,71,45,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0521,S800-0521,Diccionario de riesgos,DIVERGIR,DELIMITAR,failure_resilience,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0730,S800-0730,Enjambre con quorum cambiante,EVOLUCIONAR,DELIMITAR,agents_ai_devtools,agents_ai_devtools,developer_tools,cybersecurity,defensive_design,defensive_design,extended,extended,66,45,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0481,S800-0481,Presupuesto de confianza,ROMPER,DESCOMPONER,trust_identity_access,trust_identity_access,hybrid,developer_tools,defensive_design,defensive_design,extended,extended,73,45,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0110,M800-0110,Ruta redundante,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0265,M800-0265,Reutilizar errores,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0302,M800-0302,Autopsia comparada,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,69,45,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0308,M800-0308,Redundancia diversa,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,69,45,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0313,M800-0313,Resiliencia económica,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,65,45,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0317,M800-0317,Resiliencia de conocimiento,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,65,45,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0319,M800-0319,Caos controlado,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,core,extended,69,45,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0381,M800-0381,Mínimo privilegio,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,76,45,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0468,M800-0468,Identidad aspiracional,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,45,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0528,M800-0528,Mantenimiento predictivo,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0230,S800-0230,Subestructura fantasma,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,45,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0936,S800-0936,Trasplante minero,DIVERGIR,DIVERGIR,trust_identity_access,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,68,45,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0988,S800-0988,Trasplante museístico,DIVERGIR,DIVERGIR,data_privacy_provenance,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,68,45,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0546,M800-0546,IA con herramientas,DIVERGIR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,local_analysis,core,extended,66,45,manual_review_recommended,stage_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0620,M800-0620,Sin confianza institucional,DIVERGIR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,local_analysis,extended,extended,74,45,approved_auto,stage_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0440,S800-0440,Veto aleatorio auditado,DIVERGIR,EVALUAR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,local_analysis,extended,extended,61,45,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
